year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Others,Others - Metal Items (excluding knives/needles),5
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Others,Others - Wooden Items,1
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Physical Workplace,Physical Workplace - Structures,1
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Vehicles,Vehicles - Excavators,2
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,2
2013,Minor,Construction,Civil Engineering,Collapse/Failure of Structure & Equipment,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,5
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,2
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Bar Benders,1
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Others,Others,1
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Others,Others - Furniture and Fittings,1
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Others,Others - Knives and Needles,1
2013,Minor,Construction,Civil Engineering,Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),2
2013,Minor,Construction,Civil Engineering,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",1
2013,Minor,Construction,Civil Engineering,Exposure to Extreme Temperatures,Industrial Machines,Industrial Machines - Others,1
2013,Minor,Construction,Civil Engineering,Exposure to Extreme Temperatures,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2013,Minor,Construction,Civil Engineering,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,1
2013,Minor,Construction,Civil Engineering,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",11
2013,Minor,Construction,Civil Engineering,Falls - Falls from Height,Means of Access,Means of Access - Ladders,10
2013,Minor,Construction,Civil Engineering,Falls - Falls from Height,Means of Access,Means of Access - Scaffold,1
2013,Minor,Construction,Civil Engineering,Falls - Falls from Height,Physical Workplace,Physical Workplace - Roof,2
2013,Minor,Construction,Civil Engineering,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,3
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Ladders,1
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,1
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,2
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Others,Others,5
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Others,Others - Ceramic Items,1
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,2
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,1
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),6
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Others,Others - Wooden Items,1
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,16
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,6
2013,Minor,Construction,Civil Engineering,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Others,1
2013,Minor,Construction,Civil Engineering,Fires & Explosion,Others,Others,2
2013,Minor,Construction,Civil Engineering,Others,Others,Others,1
2013,Minor,Construction,Civil Engineering,Others,Others,Others - Human Factors,1
2013,Minor,Construction,Civil Engineering,Others,Physical Workplace,Physical Workplace - Form Work,1
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Industrial Machines,Industrial Machines - Others,1
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Others,Others,1
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,1
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Others,Others - Human Factors,2
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Others,Others - Metal Items (excluding knives/needles),2
2013,Minor,Construction,Civil Engineering,Over-exertion/Strenuous Movements,Vehicles,Vehicles - Excavators,1
2013,Minor,Construction,Civil Engineering,Stepping on Objects,Others,Others - Metal Items (excluding knives/needles),2
2013,Minor,Construction,Civil Engineering,Striking against Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2013,Minor,Construction,Civil Engineering,Striking against Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,Construction,Civil Engineering,Striking against Objects,Industrial Machines,Industrial Machines - Drilling Machine,1
2013,Minor,Construction,Civil Engineering,Striking against Objects,Others,Others - Ceramic Items,1
2013,Minor,Construction,Civil Engineering,Striking against Objects,Others,Others - Furniture and Fittings,1
2013,Minor,Construction,Civil Engineering,Striking against Objects,Others,Others - Goods/Cargo,1
2013,Minor,Construction,Civil Engineering,Striking against Objects,Others,Others - Metal Items (excluding knives/needles),3
2013,Minor,Construction,Civil Engineering,Striking against Objects,Physical Workplace,Physical Workplace - Structures,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Means of Access,Means of Access - Scaffold,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Others,Others,4
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Others,Others - Ceramic Items,4
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Others,Others - Furniture and Fittings,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Others,Others - Goods/Cargo,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),22
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Others,Others - Wooden Items,5
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Physical Workplace,Physical Workplace - Form Work,3
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Vehicles,Vehicles - Excavators,1
2013,Minor,Construction,Civil Engineering,Struck by Falling Objects,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,16
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,10
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Industrial Machines,Industrial Machines - Bar Benders,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,10
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,Others,4
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,Others - Ceramic Items,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,Others - Furniture and Fittings,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,Others - Goods/Cargo,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),13
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Others,Others - Wooden Items,1
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Others,2
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,3
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Vehicles,Vehicles - Excavators,9
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,2
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,4
2013,Minor,Construction,Civil Engineering,Struck by Moving Objects,Vehicles,Vehicles - Others,1
2013,Minor,Construction,Civil Engineering,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,8
2013,Minor,Construction,Construction of Buildings,Caught in/ betw Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,10
2013,Minor,Construction,Construction of Buildings,Caught in/ betw Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,Construction,Construction of Buildings,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Bar Benders,7
2013,Minor,Construction,Construction of Buildings,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Drilling Machine,3
